应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C100515203,易直帮,商务,云易恒基科技（深圳）有限公司,27.66MB,V 1.8.1,2019-08-05,score_9,3万次,【易直帮】是一款专注于解决营销人员成交困难的商务营销社区软件，通过人脉拓展、技能提升、形象塑造等解决方案，助力营销人员扩大成交机会。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/5fb259b9a7fe4c02a00bcaf6bfaf71ae.png,http://appdlc.hicloud.com/dl/appdl/application/apk/5f/5fb259b9a7fe4c02a00bcaf6bfaf71ae/cn.ezhibang.ezb.1908051033.apk?sign=portal@portal1565011446275&source=portalsite&maple=0,2019-08-05
C100057063,华为云,商务,华为技术有限公司,27.87MB,2.6.0,2019-08-05,score_6,168万次,华为云（www.huaweicloud.com）是华为的云服务品牌。目前，华为云已上线160+个云服务以及140+解决方案、云市场新增应用2800+，发展合作伙伴超过6000家，服务于全球170+国家与地区的100万+企业与开发者。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8da2565f99204a96b0f5f408dafd9eda.png,http://appdlc.hicloud.com/dl/appdl/application/apk/8d/8da2565f99204a96b0f5f408dafd9eda/com.mapp.1908051010.apk?sign=portal@portal1565011447063&source=portalsite&maple=0,2019-08-05
C10783691,固始同城,商务,深圳市创实互联科技有限公司,48.17MB,5.2.0,2019-08-05,score_6,<10000次,固始自己的APP，这里有好吃的，好喝的，好玩的，好看的，还有好多小伙伴！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/367d0b85a670446da462d686e8a423bf.png,http://appdlc.hicloud.com/dl/appdl/application/apk/36/367d0b85a670446da462d686e8a423bf/com.chance.gushitongcheng.1907300900.apk?sign=portal@portal1565011447656&source=portalsite&maple=0,2019-08-05
C10818297,供求世界,商务,延边供求世界网络科技有限公司,94.15MB,2.3.8.2,2019-08-05,score_9,16万次,供求世界，专注供求20年。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/5ec37f3461974ef298919ad1369e75d3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/5e/5ec37f3461974ef298919ad1369e75d3/cc.gqsj.zj.1907301005.apk?sign=portal@portal1565011448255&source=portalsite&maple=0,2019-08-05
C10665052,电子人,商务,重庆享控智能科技有限公司,8.94MB,4.2.6,2019-08-05,score_0,<10000次,------电子人|一个智能工作平台------,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1ca3640731e34a6a8bbca4f534e12912.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1c/1ca3640731e34a6a8bbca4f534e12912/com.intelligent.robot.1907300130.apk?sign=portal@portal1565011448779&source=portalsite&maple=0,2019-08-05
C100245665,好生活管家,商务,优选好生活科技（珠海）有限公司,23.60MB,1.5.6,2019-08-05,score_0,<10000次,好生活管家是一款移动办公软件。该应用主要针对企业用户,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c2012ab5a7f04f8696c1cd75b2b3ca58.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c2/c2012ab5a7f04f8696c1cd75b2b3ca58/com.project.goodlife.signin.1908031423.apk?sign=portal@portal1565011449891&source=portalsite&maple=0,2019-08-05
C100689461,商会云,商务,北京商汇云网络科技有限公司,40.26MB,2.5.0,2019-08-05,score_0,<10000次,商会云App对全球商会进行划区域、分层级的运营管理，根据全球商会特性，设置平行管理功能和垂直管理功能。平行管理为平级商会提供会议、金融、投资、咨询等运营管理功能；垂直管理则为商会下属的各大企业，按照固定的组织架构，进行自助微站、会员企业管理、商会名片、商会会务、商会资讯等功能服务。商会云旨在帮助世界各商协会聚拢人气，提升会员企业的粘性和活跃度，永久性地免费服务于世界各商协会，为各商会间全方位的交流合作提供安全、可靠、全面的纯商务社交环境。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/5e86efbd677c43f5a98c1a9389e93e32.png,http://appdlc.hicloud.com/dl/appdl/application/apk/5e/5e86efbd677c43f5a98c1a9389e93e32/com.tojoy.bussinesscloud.1908050923.apk?sign=portal@portal1565011450408&source=portalsite&maple=0,2019-08-05
C100968373,快印聘,商务,昆明市官渡区金时代打字复印服务部,33.94MB,1.1.1,2019-08-05,score_0,<10000次,快印聘通过百度网盟和竞价推广、腾讯QQ情境推广、户外推广及与各地快印展会和快印业媒体合作等方式，在全国范围内大力推广，迅速汇聚了大量快印行业精英及各地知名图文快印企业，并为各企业会员纳才提供了突破性的专业人才资源，填补了各图文快印企业通过大众型人才网只能招到学员而招不到专业人才的空缺。到目前为止，网站会员18000余人，每天近千人关注。成为我国图文快印行业求职和招聘的首选途径。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ce13d94a9e20462da3921c38837e6c60.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ce/ce13d94a9e20462da3921c38837e6c60/com.aykj.yxrcw.1907310954.apk?sign=portal@portal1565011452827&source=portalsite&maple=0,2019-08-05
C100099141,金奇点,商务,深圳市金奇点网络科技有限公司,33.89MB,3.1.9,2019-08-05,score_10,2万次,金奇点是深圳市金奇点网络科技有限公司开发的一个综合了实体交易会、中间贸易行、企业业务团队等业务开拓和业务处理功能的电子商务平台。金奇点是一家实现产业链内连锁询盘报价功能的平台，以“帮助企业降低产品和服务成本”为宗旨，突破传统实体交易会时间和地域的局限性，为企业提供一个24小时的网上交易会。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/139ab7a07fa04c0a925c631114bee81c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/13/139ab7a07fa04c0a925c631114bee81c/com.kissfair.m.1908030928.apk?sign=portal@portal1565011454483&source=portalsite&maple=0,2019-08-05
C100399923,TopSale,商务,厦门展联软件科技有限公司,17.77MB,1.3.1,2019-08-05,score_0,<10000次,TS以客户实际需求为导向，帮助客户把生产经营情况数字化，为企业提高库存周转率、快捷跟踪生产进度、降低用工成本、提高客户服务水平等方面，提供强有力的帮助,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/20deb1b016e2439a9427e81557af8089.png,http://appdlc.hicloud.com/dl/appdl/application/apk/20/20deb1b016e2439a9427e81557af8089/com.amoydream.sellers.1908021646.apk?sign=portal@portal1565011456333&source=portalsite&maple=0,2019-08-05
C100171447,FaxGo,商务,广州先尚计算机科技有限公司,19.39MB,1.2.3,2019-08-05,score_6,<10000次,1.产品特点,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d0410b491e434de18008a3703ca5ff56.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d0/d0410b491e434de18008a3703ca5ff56/com.cimfax.faxgo.1908041412.apk?sign=portal@portal1565011456973&source=portalsite&maple=0,2019-08-05
C100083467,OILUP,商务,瑞基能源技术（天津）有限公司,27.36MB,3.0.2,2019-08-05,score_10,<10000次,放心租用，放心买——设备需求快速匹配,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1a5d2d1683714904a03c4c1d91cb6eb1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1a/1a5d2d1683714904a03c4c1d91cb6eb1/com.regi.oilup.1908021045.apk?sign=portal@portal1565011457550&source=portalsite&maple=0,2019-08-05
C10472002,云店管家服务商,商务,上海添庆网络科技有限公司,30.59MB,4.2.0.190726,2019-08-05,score_10,<10000次,云店管家----渠道智能管理工具,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/df8e81bbebf44f73ad4a3b48d80671c7.png,http://appdlc.hicloud.com/dl/appdl/application/apk/df/df8e81bbebf44f73ad4a3b48d80671c7/me.chaoma.cloudstore.1907311036.apk?sign=portal@portal1565011458208&source=portalsite&maple=0,2019-08-05
C100882533,国泰Park,商务,北京国泰帕克科技服务有限公司,41.56MB,2.0.0,2019-08-05,score_0,<10000次,奥北科技园，项目总建筑面积约10.4万平方米，定位为“高端生态商务花园”，引进风靡国际的商务花园规划理念，依托周边自然环境，缔造城市核心罕有的花园式5A级纯独栋写字楼。通过智能化、物联网、移动访问等新技术，为园区打造一站式的运营体系。用平台+运营的互联网方式为园区开发建设“奥北智慧园区管理系统”。实现智能化的运营管理、环境控制、个性服务、协同办公、生活服务，安全保障等功能。主要功能包含：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d572fccc90264ca89dc4639fc658e73d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d5/d572fccc90264ca89dc4639fc658e73d/com.guotai.oem.aobeipark.1907311008.apk?sign=portal@portal1565011459931&source=portalsite&maple=0,2019-08-05
C100714609,256互联平台,商务,山东二五六互联网科技有限公司,5.90MB,2.2.1,2019-08-05,score_7,1万次,--二五六互联简介--,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f2baba139c9b482691b74e7921756da2.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f2/f2baba139c9b482691b74e7921756da2/com.qd256.qd256.1908011125.apk?sign=portal@portal1565011460513&source=portalsite&maple=0,2019-08-05
C100137037,钉钉,商务,淘宝（中国）软件有限公司,83.16MB,4.7.0,2019-08-05,score_9,6亿次,钉钉，是阿里巴巴集团专为企业打造的一个工作商务沟通、协同、智能移动办公平台，帮助数千万企业降低沟通、协同、管理成本，提升办公效率，实现数字化新工作方式。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ec20c7d984e84cfc880dd1133a49ef39.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ec/ec20c7d984e84cfc880dd1133a49ef39/com.alibaba.android.rimet.1908041943.apk?sign=portal@portal1565011461037&source=portalsite&maple=0,2019-08-05
C100987279,宝宝足迹,儿童,北京小算盘科技有限公司,18.76MB,1.1.0,2019-08-05,score_0,<10000次,宝宝足迹是一款集空间记录、育儿、生活社区、母婴电商于一体的一站式家庭育儿平台宝宝足迹是一款集空间记录、育儿、生活社区、母婴电商于一体的一站式家庭育儿平台宝宝足迹是一款集空间记录、育儿、生活社区、母婴电商于一体的一站式家庭育儿平台,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/155231b868cd487da02c6ee10deaf679.png,http://appdlc.hicloud.com/dl/appdl/application/apk/15/155231b868cd487da02c6ee10deaf679/com.oneweone.babyfamily.1908051118.apk?sign=portal@portal1565011528611&source=portalsite&maple=0,2019-08-05
C100985427,美味独角兽冰淇淋,儿童,成都向扬科技有限公司,48.67MB,1.0,2019-08-05,score_0,<10000次,喜欢冰淇淋？喜欢时尚的独角兽冰淇淋吗？随着我们最新的独角兽冰淇淋机。你可以拥有制作最时尚的独角兽冰淇淋的技巧。让我们现在摇滚狂欢节。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0f582668a2ed44a6baa2150f031c0ba4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0f/0f582668a2ed44a6baa2150f031c0ba4/com.kidscrazygamesNew.unicornicecream.hw.1908051106.apk?sign=portal@portal1565011532418&source=portalsite&maple=0,2019-08-05
C100563211,绘本圈,儿童,卡罗教育网络科技（广州）有限公司,22.79MB,1.5.1,2019-08-05,score_0,<10000次,绘本圈-给孩子更好的阅读,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/58b1bf9f122b49f0bb00cf202a036d2a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/58/58b1bf9f122b49f0bb00cf202a036d2a/com.huibenquan.1908032000.apk?sign=portal@portal1565011534058&source=portalsite&maple=0,2019-08-05
C10440759,牛听听,儿童,深圳市本牛科技有限责任公司,52.51MB,1.3.60,2019-08-05,score_9,142万次,牛听听APP是一款专注于儿童内在成长的教育软件，配套牛听听儿童智能熏教机使用。这款软件专为孩子的熏听启蒙教育而设计。熏听启蒙，通过把握孩子成长的关键期，让孩子每天在自由玩耍中重复听优质的声音资源：如国学经典、英语童谣、绘本童话、经典古乐等等，以此达到学养熏陶的效果。APP内含有海量优质音频资源，经过了权威儿童心理学专家筛选、编码，使各类音频更符合孩子的成长需要。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fbf5de11f80848b0b66a2568495b983a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fb/fbf5de11f80848b0b66a2568495b983a/com.benew.ntt.1908051741.apk?sign=portal@portal1565011535117&source=portalsite&maple=0,2019-08-05
C10611420,天天识字,儿童,广州琢玉教育科技有限公司,36.85MB,4.12.0,2019-08-05,score_10,350万次,天天识字是专门为3-10岁小朋友研发的互动式早教学习软件！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d19f0c1fdce140eb8c88c5a0d50cabcd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d1/d19f0c1fdce140eb8c88c5a0d50cabcd/com.xqw369.ttsz.1908051601.apk?sign=portal@portal1565011535607&source=portalsite&maple=0,2019-08-05
C100943743,数字填色,儿童,深圳市新蜂创游科技有限公司,25.14MB,1.2,2019-08-05,score_10,<10000次,风靡全球的数字填色玩法，可以提升孩子们的想象力和创造力，放松他们的心情。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/224955f88e5e42ffb45dd96a8166e241.png,http://appdlc.hicloud.com/dl/appdl/application/apk/22/224955f88e5e42ffb45dd96a8166e241/com.newbee.pixel.1908031512.apk?sign=portal@portal1565011536197&source=portalsite&maple=0,2019-08-05
C100667729,中国财商少年,儿童,广州智菁通信息科技有限公司,25.29MB,1.1.6,2019-08-05,score_0,<10000次,“中国财商少年”借助“情景教学”、“游戏体验”、“社会实践”等，围绕着“亲子、记账、理财”主题，”让孩子们轻松学习理财知识，培养他们的团队合作精神，拥有更多的生活技能，帮助孩子们逐步形成储蓄意识，养成正确消费观。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a6e641d52b824d0387fe2392d04985f0.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a6/a6e641d52b824d0387fe2392d04985f0/com.cssn.fqchildren.1908022046.apk?sign=portal@portal1565011537806&source=portalsite&maple=0,2019-08-05
C10614142,优学堂,儿童,上海领视信息科技有限公司,121.99MB,2.1.11.111219,2019-08-05,score_9,11万次,优学堂，为学校机构打造专业的互联网应用软件，是一款功能强大的学校机构必备教学工具。拥有线上直播教学功能、排课消课系统、分享宣传系统、线上配套作业系统、在线录题组卷、在线做课文习题、视频配音、配套线上班级交流、作品秀场、绘本阅读、积分兑奖商城、听力训练、学习打卡、学习排行等实用的功能，满足学生课内外学习需求，让家长放心满意，提升学校的品牌形象，扩大影响力。App内的分享传播可帮助机构进行招生宣传，吸引家长学员，解决招生难题。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2f64b4504c134b028d5078fedd12226f.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2f/2f64b4504c134b028d5078fedd12226f/com.lingshi.inst.klxt.1908051141.apk?sign=portal@portal1565011538367&source=portalsite&maple=0,2019-08-05
C100428725,小水滴课堂,儿童,广东阳光视界教育科技有限公司,40.59MB,3.8.1,2019-08-05,score_10,<10000次,专属于幼儿园老师的课堂好帮手，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/057041d086ca47cd90103dcc4b6a05b8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/05/057041d086ca47cd90103dcc4b6a05b8/com.xsd.teacher.1908051106.apk?sign=portal@portal1565011538874&source=portalsite&maple=0,2019-08-05
